Segment,Brand,Collection,commodity_code,commodity_group,secondary_salesrep_name,primary_fullname,cust_store_id,cust_id,cust_name,fabric_content,final_subbrand,first_season,Garment Type,style_status,style_id,Color,Color Type,style_description,alternate_style_description
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,CGW,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,CIE,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,EBW,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,EGG,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,IND,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,PWT,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,WIN,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,"",WAL716,Wal-Mart Stores Inc.,63% Polyester 33% Rayon 4% Spandex,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM894,WHT,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,"",WM-DSDC Core E Women's,WMUSA Core- Feb 21,Pant,SCE -  Single Customer Exclusive,WM049,PWT,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,"",WM-DSDC Core E Women's,WMUSA Core- Feb 21,Top,SCE -  Single Customer Exclusive,WM842,PWT,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,AQBU,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,CIE,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,EBW,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,IND,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,PWT,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,WIN,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,AQBU,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,CIE,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,EBW,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,IND,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,PWT,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,House Account,Corporate Account,"",WALSAM,Walmart Samples,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,WIN,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0005,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,BLK,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0005,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,PWT,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0005,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,IND,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0005,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,PWT,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0013,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,AQBU,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0013,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,BLK,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0013,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,IND,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0013,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,PWT,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0013,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,AQBU,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0013,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,PWT,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0015,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0015,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,EBW,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0035,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,PWT,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0055,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,BLK,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0055,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,EGG,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0055,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,IND,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0055,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,WIN,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0087,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0087,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,IND,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,AQBU,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,EBW,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,EBW,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,AQBU,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,BLK,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Pant,SCE -  Single Customer Exclusive,WM080,IND,Solid,Women's Drawstring Pant,PANT
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,AQBU,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0141,WAL716,Wal-Mart Stores Inc.,63% Polyester / 34% Cotton / 3% Spandex Poplin,WM-DSDC Core E Women's,WMUSA Core- Aug 21,Top,SCE -  Single Customer Exclusive,WM893,BLK,Solid,Women's V-neck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0266,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0266,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,PWT,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0266,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,AQBU,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,IND,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,WIN,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,AQBU,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,IND,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0372,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,WIN,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,IND,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,PWT,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,WIN,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,IND,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,PWT,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0392,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,WIN,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,IND,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,PWT,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,WIN,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,IND,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,PWT,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0468,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,WIN,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0612,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0674,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,IND,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0674,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0674,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,EBW,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0674,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,IND,Solid,Women's Vneck Top,TOP
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0689,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,BLK,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0689,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,EBW,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0689,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,IND,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0689,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Pant,SCE -  Single Customer Exclusive,WM117,PWT,Solid,Women's Draw Pant,Women's Draw Pant
Walmart,USA,WM Core Essentials,FMW1,WMDSDC,WM Medical House,WM Medical House,0689,WAL716,Wal-Mart Stores Inc.,100% Polyester,WM-DSDC Core E Women's,WMUSA CORE- MAR 23,Top,SCE -  Single Customer Exclusive,WM918,BLK,Solid,Women's Vneck Top,TOP
