Category,wm_week,WM Year,WM Weeks,WM Month,WM Month Nbr,upc, net unit sales,net retail sales
Rayon,201910,2019,10,3 April,,72484151784,15,283
Rayon,201910,2019,10,3 April,,72484151786,4,75
Rayon,201910,2019,10,3 April,,72484151789,13,245
Rayon,201910,2019,10,3 April,,72484151790,9,170
Rayon,201910,2019,10,3 April,,72484151791,4,75
Rayon,201910,2019,10,3 April,,72484151793,5,94
Rayon,201910,2019,10,3 April,,72484151794,9,170
Rayon,201910,2019,10,3 April,,72484151796,2,38
Rayon,201910,2019,10,3 April,,72484151797,11,207
Rayon,201910,2019,10,3 April,,72484151798,3,57
Rayon,201910,2019,10,3 April,,72484151801,2,38
Rayon,201910,2019,10,3 April,,72484151803,4,75
Rayon,201910,2019,10,3 April,,72484151805,4,75
Rayon,201910,2019,10,3 April,,72484151806,1,19
Rayon,201910,2019,10,3 April,,72484151808,9,170
Rayon,201910,2019,10,3 April,,72484151809,8,151
Rayon,201910,2019,10,3 April,,72484151810,4,75
Rayon,201910,2019,10,3 April,,72484152060,1,19
Rayon,201910,2019,10,3 April,,72484152070,2,38
Rayon,201910,2019,10,3 April,,72484152082,1,19
Rayon,201910,2019,10,3 April,,72484152278,-1,-19
Rayon,201910,2019,10,3 April,,72484152282,1,19
Rayon,201910,2019,10,3 April,,72484152283,2,38
Rayon,201910,2019,10,3 April,,72484152284,13,245
Rayon,201910,2019,10,3 April,,72484152285,11,207
Rayon,201910,2019,10,3 April,,72484152690,5,94
Rayon,201910,2019,10,3 April,,72484152691,-1,-19
Rayon,201910,2019,10,3 April,,72484152845,8,151
Rayon,201910,2019,10,3 April,,72484152873,2,38
Rayon,201910,2019,10,3 April,,72484152887,12,226
Rayon,201910,2019,10,3 April,,72484152970,3,57
Rayon,201910,2019,10,3 April,,72484152971,4,75
Rayon,201910,2019,10,3 April,,72484152972,10,188
Rayon,201910,2019,10,3 April,,72484152974,15,283
Rayon,201910,2019,10,3 April,,72484152976,3,57
Rayon,201910,2019,10,3 April,,72484153096,2,38
Rayon,201910,2019,10,3 April,,72484153098,9,170
Rayon,201910,2019,10,3 April,,72484153103,9,170
Rayon,201910,2019,10,3 April,,72484153106,6,113
Rayon,201910,2019,10,3 April,,72484153107,19,358
Rayon,201910,2019,10,3 April,,72484153108,1,19
Rayon,201910,2019,10,3 April,,72484153113,19,358
Rayon,201910,2019,10,3 April,,72484153286,7,132
Rayon,201910,2019,10,3 April,,72484153296,5,94
Rayon,201910,2019,10,3 April,,72484153386,18,339
Rayon,201910,2019,10,3 April,,72484153396,21,396
Rayon,201910,2019,10,3 April,,72484153544,9,170
Rayon,201910,2019,10,3 April,,72484154917,5,94
Rayon,201910,2019,10,3 April,,72484156163,7,132
Rayon,201910,2019,10,3 April,,72484156692,6,113
Rayon,201910,2019,10,3 April,,72484156698,9,170
Rayon,201910,2019,10,3 April,,72484156699,10,188
Rayon,201910,2019,10,3 April,,72484161176,20,377
Rayon,201910,2019,10,3 April,,72484161179,2,38
WM.com Exclusive,201910,2019,10,3 April,,72484162091,2,45
WM.com Exclusive,201910,2019,10,3 April,,72484162092,2,45
WM.com Exclusive,201910,2019,10,3 April,,72484162093,1,22
WM.com Exclusive,201910,2019,10,3 April,,72484166090,1,22
WM.com Exclusive,201910,2019,10,3 April,,72484168463,1,22
WM.com Exclusive,201910,2019,10,3 April,,72484168468,1,22
WM.com Exclusive,201910,2019,10,3 April,,72484168488,1,22
WM.com Exclusive,201910,2019,10,3 April,,72484168561,1,21
WM.com Exclusive,201910,2019,10,3 April,,72484169048,1,21
WM.com Exclusive,201910,2019,10,3 April,,72484169049,1,21
WM.com Exclusive,201910,2019,10,3 April,,72484173253,2,45
WM.com Exclusive,201910,2019,10,3 April,,72484173261,2,45
WM.com Exclusive,201910,2019,10,3 April,,72484173364,2,42
WM.com Exclusive,201910,2019,10,3 April,,72484174962,0,0
WM.com Exclusive,201910,2019,10,3 April,,72484175161,2,45
WM.com Exclusive,201910,2019,10,3 April,,72484175162,0,0
WM.com Exclusive,201910,2019,10,3 April,,72484183648,2,42
WM.com Exclusive,201910,2019,10,3 April,,72484184641,1,20
WM.com Exclusive,201910,2019,10,3 April,,72484190172,1,21
WM.com Exclusive,201910,2019,10,3 April,,72484192989,1,21
Prints,201910,2019,10,3 April,,73731405877,1,16
Prints,201910,2019,10,3 April,,73731408268,3,48
Prints,201910,2019,10,3 April,,73731408269,1,16
Prints,201910,2019,10,3 April,,73731408275,1,19
Other,201910,2019,10,3 April,,73731408278,1,19
Other,201910,2019,10,3 April,,73731408301,4,75
Other,201910,2019,10,3 April,,73731408302,3,57
Other,201910,2019,10,3 April,,73731412031,6,113
Other,201910,2019,10,3 April,,73731412032,3,57
Other,201910,2019,10,3 April,,73731413962,3,57
Other,201910,2019,10,3 April,,73731413963,4,75
Other,201910,2019,10,3 April,,73731414015,1,19
Other,201910,2019,10,3 April,,73731414017,3,57
Prints,201910,2019,10,3 April,,73731414147,4,76
Other,201910,2019,10,3 April,,73731415196,3,57
Other,201910,2019,10,3 April,,73731415198,1,23
Other,201910,2019,10,3 April,,73731415199,2,46
Other,201910,2019,10,3 April,,73731415200,2,46
Other,201910,2019,10,3 April,,73731415203,2,46
Other,201910,2019,10,3 April,,73731415204,2,46
Other,201910,2019,10,3 April,,73731415207,1,23
Other,201910,2019,10,3 April,,73731415210,1,23
Other,201910,2019,10,3 April,,73731415214,2,46
Seasonal Solids,201910,2019,10,3 April,,73731417986,1,19
WM.com Exclusive,201910,2019,10,3 April,,73731467958,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731469285,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731469303,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731469314,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731469476,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731469477,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731469479,4,52
WM.com Exclusive,201910,2019,10,3 April,,73731469487,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731469513,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731469573,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731469575,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731469576,-2,-26
WM.com Exclusive,201910,2019,10,3 April,,73731470517,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731470519,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731470522,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731470601,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731470602,2,40
WM.com Exclusive,201910,2019,10,3 April,,73731470603,1,20
WM.com Exclusive,201910,2019,10,3 April,,73731470604,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731470606,7,139
WM.com Exclusive,201910,2019,10,3 April,,73731470622,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731470631,6,119
WM.com Exclusive,201910,2019,10,3 April,,73731470634,4,79
WM.com Exclusive,201910,2019,10,3 April,,73731470635,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731470639,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731470984,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731470985,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731470986,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731470988,0,0
WM.com Exclusive,201910,2019,10,3 April,,73731470998,3,39
Prints,201910,2019,10,3 April,,73731471168,4,44
Prints,201910,2019,10,3 April,,73731471178,2,22
WM.com Exclusive,201910,2019,10,3 April,,73731471329,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471330,0,0
WM.com Exclusive,201910,2019,10,3 April,,73731471332,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471334,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731471537,4,52
WM.com Exclusive,201910,2019,10,3 April,,73731471539,4,52
WM.com Exclusive,201910,2019,10,3 April,,73731471543,5,65
WM.com Exclusive,201910,2019,10,3 April,,73731471544,-1,-13
WM.com Exclusive,201910,2019,10,3 April,,73731471561,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471565,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471566,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471569,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471573,6,78
WM.com Exclusive,201910,2019,10,3 April,,73731471654,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471660,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471663,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731471665,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731471666,5,65
WM.com Exclusive,201910,2019,10,3 April,,73731471667,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471668,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471670,4,52
WM.com Exclusive,201910,2019,10,3 April,,73731471672,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471673,6,78
WM.com Exclusive,201910,2019,10,3 April,,73731471674,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471675,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731471704,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731471705,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471707,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471711,5,65
WM.com Exclusive,201910,2019,10,3 April,,73731471750,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731471752,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471753,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731471754,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731471757,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471985,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471987,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731471992,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731472021,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731472023,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731472024,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731472026,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731472286,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731472313,5,65
WM.com Exclusive,201910,2019,10,3 April,,73731472314,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731472316,6,78
WM.com Exclusive,201910,2019,10,3 April,,73731472340,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731472655,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731472708,0,0
WM.com Exclusive,201910,2019,10,3 April,,73731472723,4,52
WM.com Exclusive,201910,2019,10,3 April,,73731472735,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731472741,3,39
Seasonal Solids,201910,2019,10,3 April,,73731474751,1,19
Prints,201910,2019,10,3 April,,73731474916,4,44
WM.com Exclusive,201910,2019,10,3 April,,73731475551,4,52
WM.com Exclusive,201910,2019,10,3 April,,73731475662,5,99
WM.com Exclusive,201910,2019,10,3 April,,73731475663,-1,-20
WM.com Exclusive,201910,2019,10,3 April,,73731475664,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731475665,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731475666,1,14
WM.com Exclusive,201910,2019,10,3 April,,73731475667,2,29
WM.com Exclusive,201910,2019,10,3 April,,73731475668,2,29
WM.com Exclusive,201910,2019,10,3 April,,73731475669,5,99
WM.com Exclusive,201910,2019,10,3 April,,73731475670,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731475671,2,40
WM.com Exclusive,201910,2019,10,3 April,,73731475672,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731475674,3,60
WM.com Exclusive,201910,2019,10,3 April,,73731476466,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731476468,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731476469,4,52
WM.com Exclusive,201910,2019,10,3 April,,73731476470,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731476479,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731476481,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731476482,3,39
WM.com Exclusive,201910,2019,10,3 April,,73731476483,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731476484,2,26
WM.com Exclusive,201910,2019,10,3 April,,73731476495,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731476953,1,13
WM.com Exclusive,201910,2019,10,3 April,,73731477565,1,17
WM.com Exclusive,201910,2019,10,3 April,,73731477579,0,0
WM.com Exclusive,201910,2019,10,3 April,,73731477581,3,52
WM.com Exclusive,201910,2019,10,3 April,,73731477584,4,70
WM.com Exclusive,201910,2019,10,3 April,,73731486895,2,29
WM.com Exclusive,201910,2019,10,3 April,,73731486896,1,17
WM.com Exclusive,201910,2019,10,3 April,,73731486899,2,35
WM.com Exclusive,201910,2019,10,3 April,,73731486994,4,34
WM.com Exclusive,201910,2019,10,3 April,,73731488494,0,0
WM.com Exclusive,201910,2019,10,3 April,,73731488496,2,17
WM.com Exclusive,201910,2019,10,3 April,,73731488953,8,66
WM.com Exclusive,201910,2019,10,3 April,,73731488964,8,58
WM.com Exclusive,201910,2019,10,3 April,,73731488973,2,15
WM.com Exclusive,201910,2019,10,3 April,,73731489417,2,15
WM.com Exclusive,201910,2019,10,3 April,,73731489420,3,22
WM.com Exclusive,201910,2019,10,3 April,,73731491414,1,16
WM.com Exclusive,201910,2019,10,3 April,,73731491415,1,16
WM.com Exclusive,201910,2019,10,3 April,,73731491416,6,96
WM.com Exclusive,201910,2019,10,3 April,,73731491417,2,32
WM.com Exclusive,201910,2019,10,3 April,,73731491422,0,0
WM.com Exclusive,201910,2019,10,3 April,,73731491423,6,96
WM.com Exclusive,201910,2019,10,3 April,,73731492651,6,96
WM.com Exclusive,201910,2019,10,3 April,,73731492652,2,32
WM.com Exclusive,201910,2019,10,3 April,,73731492653,3,48
WM.com Exclusive,201910,2019,10,3 April,,73731492654,7,112
WM.com Exclusive,201910,2019,10,3 April,,73731492655,9,144
WM.com Exclusive,201910,2019,10,3 April,,73731493640,1,14
WM.com Exclusive,201910,2019,10,3 April,,73731495387,3,52
WM.com Exclusive,201910,2019,10,3 April,,73731495388,1,17
WM.com Exclusive,201910,2019,10,3 April,,73731495404,2,35
WM.com Exclusive,201910,2019,10,3 April,,73731495425,3,52
WM.com Exclusive,201910,2019,10,3 April,,73731496748,6,113
WM.com Exclusive,201910,2019,10,3 April,,73731496751,2,38
WM.com Exclusive,201910,2019,10,3 April,,73731496755,6,113
WM.com Exclusive,201910,2019,10,3 April,,73731496756,6,113
WM.com Exclusive,201910,2019,10,3 April,,73731496758,2,38
WM.com Exclusive,201910,2019,10,3 April,,73731496759,0,0
WM.com Exclusive,201910,2019,10,3 April,,73731496760,8,151
WM.com Exclusive,201910,2019,10,3 April,,73731496772,1,19
WM.com Exclusive,201910,2019,10,3 April,,73731496773,3,55
WM.com Exclusive,201910,2019,10,3 April,,73731496775,4,75
WM.com Exclusive,201910,2019,10,3 April,,73731496776,8,151
WM.com Exclusive,201910,2019,10,3 April,,73731496777,3,55
WM.com Exclusive,201910,2019,10,3 April,,73731496778,5,94
WM.com Exclusive,201910,2019,10,3 April,,73731496780,1,17
WM.com Exclusive,201910,2019,10,3 April,,73731496781,3,53
WM.com Exclusive,201910,2019,10,3 April,,73731496782,4,75
WM.com Exclusive,201910,2019,10,3 April,,73731496783,4,75
WM.com Exclusive,201910,2019,10,3 April,,73731496785,2,38
WM.com Exclusive,201910,2019,10,3 April,,73731496786,13,245
WM.com Exclusive,201910,2019,10,3 April,,73731496787,3,55
WM.com Exclusive,201910,2019,10,3 April,,73731496788,1,19
WM.com Exclusive,201910,2019,10,3 April,,73731496790,5,94
WM.com Exclusive,201910,2019,10,3 April,,73731496791,4,75
WM.com Exclusive,201910,2019,10,3 April,,73731496793,-1,-19
WM.com Exclusive,201910,2019,10,3 April,,73731496794,6,113
WM.com Exclusive,201910,2019,10,3 April,,73731496905,5,94
WM.com Exclusive,201910,2019,10,3 April,,73731496906,5,90
WM.com Exclusive,201910,2019,10,3 April,,73731496907,3,57
WM.com Exclusive,201910,2019,10,3 April,,73731496909,2,38
WM.com Exclusive,201910,2019,10,3 April,,73731498109,6,111
WM.com Exclusive,201910,2019,10,3 April,,73731498111,7,132
WM.com Exclusive,201910,2019,10,3 April,,73731498113,8,151
WM.com Exclusive,201910,2019,10,3 April,,73731498114,6,113
WM.com Exclusive,201910,2019,10,3 April,,73731498115,10,188
WM.com Exclusive,201910,2019,10,3 April,,73731498116,4,72
WM.com Exclusive,201910,2019,10,3 April,,73731498117,7,132
WM.com Exclusive,201910,2019,10,3 April,,73731498118,6,109
WM.com Exclusive,201910,2019,10,3 April,,73731498120,5,94
WM.com Exclusive,201910,2019,10,3 April,,73731498121,4,75
WM.com Exclusive,201910,2019,10,3 April,,73731498122,10,188
WM.com Exclusive,201910,2019,10,3 April,,73731498123,6,111
WM.com Exclusive,201910,2019,10,3 April,,73731498124,1,19
WM.com Exclusive,201910,2019,10,3 April,,73731498125,10,188
WM.com Exclusive,201910,2019,10,3 April,,73731498127,6,113
WM.com Exclusive,201910,2019,10,3 April,,73731498292,1,17
WM.com Exclusive,201910,2019,10,3 April,,73731498934,4,75
WM.com Exclusive,201910,2019,10,3 April,,73731498935,3,55
WM.com Exclusive,201910,2019,10,3 April,,73731498936,4,75
WM.com Exclusive,201910,2019,10,3 April,,73731498937,3,57
WM.com Exclusive,201910,2019,10,3 April,,73731499855,2,38
WM.com Exclusive,201910,2019,10,3 April,,73731499864,10,187
WM.com Exclusive,201910,2019,10,3 April,,73731499865,2,34
WM.com Exclusive,201910,2019,10,3 April,,73731499883,2,38
WM.com Exclusive,201910,2019,10,3 April,,73731499884,3,57
WM.com Exclusive,201910,2019,10,3 April,,73731499885,3,57
WM.com Exclusive,201910,2019,10,3 April,,73731499886,7,130
WM.com Exclusive,201910,2019,10,3 April,,73731499908,3,57
WM.com Exclusive,201910,2019,10,3 April,,73731499909,3,57
WM.com Exclusive,201910,2019,10,3 April,,73731499910,1,19
Performance 1,201911,2019,11,3 April,,71660501757,104,1959
Performance 1,201911,2019,11,3 April,,71660501789,60,1130
WM.com Exclusive,201911,2019,11,3 April,,71660502060,1,23
Performance 1,201911,2019,11,3 April,,71660502090,54,1017
Performance 1,201911,2019,11,3 April,,71660502091,80,1507
WM.com Exclusive,201911,2019,11,3 April,,71660502384,1,23
Prints,201911,2019,11,3 April,,71660502470,8,128
Prints,201911,2019,11,3 April,,71660502471,5,80
Prints,201911,2019,11,3 April,,71660502472,6,96
Prints,201911,2019,11,3 April,,71660502608,8,128
Prints,201911,2019,11,3 April,,71660502609,3,48
Prints,201911,2019,11,3 April,,71660502610,11,176
Prints,201911,2019,11,3 April,,71660502669,1,16
Prints,201911,2019,11,3 April,,71660502725,1,16
Prints,201911,2019,11,3 April,,71660502756,6,96
Performance 1,201911,2019,11,3 April,,71660505851,25,471
Performance 1,201911,2019,11,3 April,,71660506054,36,678
Performance 1,201911,2019,11,3 April,,71660506181,43,810
Performance 1,201911,2019,11,3 April,,71660506808,20,377
Performance 1,201911,2019,11,3 April,,71660506809,31,584
Prints,201911,2019,11,3 April,,71660507585,3,48
Prints,201911,2019,11,3 April,,71660507830,9,144
Prints,201911,2019,11,3 April,,71660507832,2,32
Prints,201911,2019,11,3 April,,71660507836,7,112
Prints,201911,2019,11,3 April,,71660507879,7,112
Prints,201911,2019,11,3 April,,71660507890,6,96
Performance 1,201911,2019,11,3 April,,71660508001,25,471
Performance 1,201911,2019,11,3 April,,71660508002,12,226
Prints,201911,2019,11,3 April,,71660508006,8,128
Prints,201911,2019,11,3 April,,71660508045,3,48
Performance 1,201911,2019,11,3 April,,71660508138,5,94
Performance 1,201911,2019,11,3 April,,71660508139,20,377
Prints,201911,2019,11,3 April,,71660508151,3,48
Prints,201911,2019,11,3 April,,71660508152,3,48
Performance 1,201911,2019,11,3 April,,71660508398,23,433
Performance 1,201911,2019,11,3 April,,71660508399,16,301
Performance 1,201911,2019,11,3 April,,71660508401,22,414
Performance 1,201911,2019,11,3 April,,71660508402,6,113
Prints,201911,2019,11,3 April,,71660508413,7,112
Performance 1,201911,2019,11,3 April,,71660508431,23,433
Performance 1,201911,2019,11,3 April,,71660510076,18,339
Performance 1,201911,2019,11,3 April,,71660511066,32,603
Performance 1,201911,2019,11,3 April,,71660511394,21,396
Performance 1,201911,2019,11,3 April,,71660511395,19,358
Performance 1,201911,2019,11,3 April,,71660511398,10,188
WM.com Exclusive,201911,2019,11,3 April,,71660511591,13,123
WM.com Exclusive,201911,2019,11,3 April,,71660511594,6,57
WM.com Exclusive,201911,2019,11,3 April,,71660511596,4,38
WM.com Exclusive,201911,2019,11,3 April,,71660511598,10,95
WM.com Exclusive,201911,2019,11,3 April,,71660511599,13,124
WM.com Exclusive,201911,2019,11,3 April,,71660511600,12,114
WM.com Exclusive,201911,2019,11,3 April,,71660511602,9,86
WM.com Exclusive,201911,2019,11,3 April,,71660511603,15,143
WM.com Exclusive,201911,2019,11,3 April,,71660511604,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511626,3,29
WM.com Exclusive,201911,2019,11,3 April,,71660511640,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511641,2,19
WM.com Exclusive,201911,2019,11,3 April,,71660511642,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511643,2,19
WM.com Exclusive,201911,2019,11,3 April,,71660511644,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511662,8,76
WM.com Exclusive,201911,2019,11,3 April,,71660511664,7,67
WM.com Exclusive,201911,2019,11,3 April,,71660511665,4,38
WM.com Exclusive,201911,2019,11,3 April,,71660511667,8,76
WM.com Exclusive,201911,2019,11,3 April,,71660511760,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511761,2,19
WM.com Exclusive,201911,2019,11,3 April,,71660511763,2,19
WM.com Exclusive,201911,2019,11,3 April,,71660511819,15,143
WM.com Exclusive,201911,2019,11,3 April,,71660511820,21,200
WM.com Exclusive,201911,2019,11,3 April,,71660511835,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511836,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511837,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511841,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511842,6,57
WM.com Exclusive,201911,2019,11,3 April,,71660511843,3,29
WM.com Exclusive,201911,2019,11,3 April,,71660511850,4,38
WM.com Exclusive,201911,2019,11,3 April,,71660511879,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660511931,5,48
WM.com Exclusive,201911,2019,11,3 April,,71660511932,3,29
WM.com Exclusive,201911,2019,11,3 April,,71660511933,5,48
WM.com Exclusive,201911,2019,11,3 April,,71660511966,2,38
WM.com Exclusive,201911,2019,11,3 April,,71660511969,2,38
Performance 1,201911,2019,11,3 April,,71660512645,21,396
Performance 1,201911,2019,11,3 April,,71660512646,14,264
Performance 1,201911,2019,11,3 April,,71660512811,2,38
Performance 1,201911,2019,11,3 April,,71660512913,5,94
Performance 1,201911,2019,11,3 April,,71660512914,10,188
Performance 1,201911,2019,11,3 April,,71660512915,7,132
Performance 1,201911,2019,11,3 April,,71660512916,5,94
Performance 1,201911,2019,11,3 April,,71660512917,13,245
Performance 1,201911,2019,11,3 April,,71660512918,9,170
Performance 1,201911,2019,11,3 April,,71660513171,28,528
Performance 1,201911,2019,11,3 April,,71660513172,18,339
Performance 1,201911,2019,11,3 April,,71660513261,16,301
Performance 1,201911,2019,11,3 April,,71660513317,25,471
Performance 1,201911,2019,11,3 April,,71660513318,14,264
Performance 1,201911,2019,11,3 April,,71660513319,50,942
Performance 1,201911,2019,11,3 April,,71660513320,1,19
Performance 1,201911,2019,11,3 April,,71660513321,119,2242
Performance 1,201911,2019,11,3 April,,71660513322,129,2430
Performance 1,201911,2019,11,3 April,,71660513363,83,1564
Performance 1,201911,2019,11,3 April,,71660513365,134,2525
Performance 1,201911,2019,11,3 April,,71660513366,28,528
Performance 1,201911,2019,11,3 April,,71660513367,13,245
Performance 1,201911,2019,11,3 April,,71660513471,23,433
Performance 1,201911,2019,11,3 April,,71660513472,29,546
Performance 1,201911,2019,11,3 April,,71660513473,27,509
Performance 1,201911,2019,11,3 April,,71660513474,16,301
Performance 1,201911,2019,11,3 April,,71660513650,8,151
Performance 1,201911,2019,11,3 April,,71660513651,4,75
Performance 1,201911,2019,11,3 April,,71660513652,25,471
Performance 1,201911,2019,11,3 April,,71660513653,18,339
Performance 1,201911,2019,11,3 April,,71660513654,23,433
Performance 1,201911,2019,11,3 April,,71660513661,21,396
Performance 1,201911,2019,11,3 April,,71660513662,4,75
Performance 1,201911,2019,11,3 April,,71660513663,16,301
WM.com Exclusive,201911,2019,11,3 April,,71660513880,7,77
WM.com Exclusive,201911,2019,11,3 April,,71660513881,11,121
WM.com Exclusive,201911,2019,11,3 April,,71660513882,10,105
WM.com Exclusive,201911,2019,11,3 April,,71660513883,7,77
WM.com Exclusive,201911,2019,11,3 April,,71660513884,5,54
WM.com Exclusive,201911,2019,11,3 April,,71660513885,8,86
WM.com Exclusive,201911,2019,11,3 April,,71660513913,3,26
WM.com Exclusive,201911,2019,11,3 April,,71660514305,4,43
WM.com Exclusive,201911,2019,11,3 April,,71660514306,9,72
WM.com Exclusive,201911,2019,11,3 April,,71660514307,10,80
WM.com Exclusive,201911,2019,11,3 April,,71660514644,17,133
WM.com Exclusive,201911,2019,11,3 April,,71660514645,11,87
Performance 1,201911,2019,11,3 April,,71660514895,11,207
Performance 1,201911,2019,11,3 April,,71660514896,17,320
WM.com Exclusive,201911,2019,11,3 April,,71660515018,5,40
WM.com Exclusive,201911,2019,11,3 April,,71660515019,6,48
WM.com Exclusive,201911,2019,11,3 April,,71660515020,2,15
Performance 1,201911,2019,11,3 April,,71660515270,34,641
Performance 1,201911,2019,11,3 April,,71660515271,36,678
Performance 1,201911,2019,11,3 April,,71660515291,27,509
Performance 1,201911,2019,11,3 April,,71660515292,40,754
Performance 1,201911,2019,11,3 April,,71660515293,20,377
Performance 1,201911,2019,11,3 April,,71660515477,8,151
Performance 1,201911,2019,11,3 April,,71660515481,7,132
Performance 1,201911,2019,11,3 April,,71660515603,7,132
Performance 1,201911,2019,11,3 April,,71660515605,15,283
Performance 1,201911,2019,11,3 April,,71660515606,11,207
Performance 1,201911,2019,11,3 April,,71660515607,5,94
Performance 1,201911,2019,11,3 April,,71660515814,5,94
Performance 1,201911,2019,11,3 April,,71660515816,21,396
Performance 1,201911,2019,11,3 April,,71660515819,20,377
Performance 1,201911,2019,11,3 April,,71660515992,22,414
Performance 1,201911,2019,11,3 April,,71660515993,15,283
Performance 1,201911,2019,11,3 April,,71660516169,8,151
Performance 1,201911,2019,11,3 April,,71660516170,25,471
Core Ess,201911,2019,11,3 April,,71660516192,-1,-9
Performance 1,201911,2019,11,3 April,,71660516209,13,245
Performance 1,201911,2019,11,3 April,,71660516212,23,433
WM.com Exclusive,201911,2019,11,3 April,,71660516223,7,67
WM.com Exclusive,201911,2019,11,3 April,,71660516225,4,38
WM.com Exclusive,201911,2019,11,3 April,,71660516227,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660516377,1,25
WM.com Exclusive,201911,2019,11,3 April,,71660516379,1,25
WM.com Exclusive,201911,2019,11,3 April,,71660516380,1,25
WM.com Exclusive,201911,2019,11,3 April,,71660516382,2,50
WM.com Exclusive,201911,2019,11,3 April,,71660516644,1,23
WM.com Exclusive,201911,2019,11,3 April,,71660516851,1,10
WM.com Exclusive,201911,2019,11,3 April,,71660516854,-1,-9
WM.com Exclusive,201911,2019,11,3 April,,71660516872,3,38
