vsn,color,sizes,wm_upc,price,Inventory
WM121A,WIN,XS,19466167906,9.87,871
WM121AP,BLK,L,19466168029,9.87,6501
WM121AP,BLK,M,19466168030,9.87,7177
WM121AP,BLK,XS,19466170709,9.87,114
WM121AP,EBW,L,19466168031,9.87,0
WM121AP,EBW,M,19466168032,9.87,0
WM121AP,EBW,S,19466170712,9.87,0
WM121AP,EBW,XL,19466170713,9.87,154
WM121AP,EBW,XS,19466170714,9.87,32
WM121AP,IND,L,19466168033,9.87,3578
WM121AP,IND,M,19466168034,9.87,3391
WM121AP,IND,XL,19466170718,9.87,0
WM121AP,IND,XS,19466170719,9.87,6
WM121AP,PWT,L,19466168035,9.87,0
WM121AP,PWT,M,19466168036,9.87,0
WM121AP,PWT,S,19466170723,9.87,1
WM121AP,PWT,XL,19466170724,9.87,83
WM121AP,PWT,XS,19466170725,9.87,31
WM121APRC12,BLK,L,19466182305,118.44,110
WM121APRC12,BLK,M,19466182306,118.44,96
WM121APRC12,EBW,L,19466182310,118.44,13
WM121APRC12,PWT,L,19466182320,118.44,0
WM121APRC12,PWT,M,19466182321,118.44,0
WM121ARC12,AQBU,L,19466182258,126,15
WM121ARC12,AQBU,XS,19466182255,126,0
WM121ARC12,BLK,2XL,19466182263,118.44,124
WM121ARC12,BLK,L,19466182265,118.44,221
WM121ARC12,BLK,M,19466182266,118.44,226
WM121ARC12,BLK,S,19466182267,118.44,197
WM121ARC12,BLK,XL,19466182268,118.44,216
WM121ARC12,BLK,XS,19466182262,118.44,162
WM121ARC12,EBW,2XL,19466182277,118.44,0
WM121ARC12,EBW,3XL,19466182278,118.44,0
WM121ARC12,EBW,L,19466182279,118.44,5
WM121ARC12,EBW,M,19466182280,118.44,2
WM121ARC12,EBW,XL,19466182282,118.44,0
WM121ARC12,EBW,XS,19466182276,118.44,0
WM121ARC12,IND,2XL,19466182284,118.44,0
WM121ARC12,IND,L,19466182286,118.44,92
WM121ARC12,IND,M,19466182287,118.44,102
WM121ARC12,IND,S,19466182288,118.44,86
WM121ARC12,IND,XL,19466182289,118.44,81
WM121ARC12,IND,XS,19466182283,118.44,1
WM121ARC12,PWT,L,19466182293,118.44,77
WM121ARC12,PWT,M,19466182294,118.44,74
WM121ARC12,PWT,S,19466182295,118.44,70
WM121ARC12,PWT,XL,19466182296,118.44,67
WM122A,BLK,2XL,19466167970,9.87,114
WM122A,BLK,3XL,19466167971,9.87,0
WM122A,BLK,L,19466167972,9.87,4385
WM122A,BLK,M,19466167973,9.87,3810
WM122A,BLK,S,19466167974,9.87,3078
WM122A,BLK,XL,19466167975,9.87,80
WM122A,BLK,XS,19466167976,9.87,1976
WM122A,DESL,2XL,19466167977,9.87,0
WM122A,DESL,3XL,19466167978,9.87,0
WM122A,DESL,L,19466167979,9.87,0
WM122A,DESL,M,19466167980,9.87,0
WM122A,DESL,S,19466167981,9.87,3
WM122A,DESL,XL,19466167982,9.87,8
WM122A,DESL,XS,19466167983,9.87,17
WM122A,EBW,2XL,19466167984,9.87,0
WM122A,EBW,3XL,19466167985,9.87,31
WM122A,EBW,L,19466167986,9.87,18
WM122A,EBW,M,19466167987,9.87,15
WM122A,EBW,S,19466167988,9.87,25
WM122A,EBW,XL,19466167989,9.87,0
WM122A,EBW,XS,19466167990,9.87,45
WM122A,IND,2XL,19466167998,9.87,1110
WM122A,IND,3XL,19466167999,9.87,851
WM122A,IND,L,19466168000,9.87,2096
WM122A,IND,M,19466168001,9.87,2128
WM122A,IND,S,19466168002,9.87,1387
WM122A,IND,XL,19466168003,9.87,1179
WM122A,IND,XS,19466168004,9.87,1644
WM122A,PWT,2XL,19466168005,9.87,817
WM122A,PWT,3XL,19466168006,9.87,437
WM122A,PWT,L,19466168007,9.87,1145
WM122A,PWT,M,19466168008,9.87,1208
WM122A,PWT,S,19466168009,9.87,1028
WM122A,PWT,XL,19466168010,9.87,977
WM122A,PWT,XS,19466168011,9.87,771
WM122A,WIN,2XL,19466168012,9.87,137
WM122A,WIN,3XL,19466168013,9.87,205
WM122A,WIN,L,19466168014,9.87,327
WM122A,WIN,M,19466168015,9.87,359
WM122A,WIN,S,19466168016,9.87,1501
WM122A,WIN,XL,19466168017,9.87,49
WM122A,WIN,XS,19466168018,9.87,733
WM122AP,BLK,L,19466168019,9.87,4409
WM122AP,BLK,M,19466168020,9.87,4288
WM122AP,BLK,XL,19466170729,9.87,228
WM122AP,BLK,XS,19466170730,9.87,174
WM122AP,EBW,M,19466168022,9.87,35
WM122AP,EBW,S,19466170732,9.87,38
WM122AP,EBW,XL,19466170733,9.87,113
WM122AP,EBW,XS,19466170734,9.87,98
WM122AP,IND,L,19466168024,9.87,1253
WM122AP,IND,M,19466168025,9.87,1305
WM122AP,IND,S,19466170737,9.87,0
WM122AP,IND,XL,19466170738,9.87,302
WM122AP,IND,XS,19466170739,9.87,101
WM122AP,PWT,L,19466168026,9.87,414
WM122AP,PWT,M,19466168027,9.87,993
WM122AP,PWT,S,19466170741,9.87,28
WM122AP,PWT,XL,19466170742,9.87,88
WM122AP,PWT,XS,19466170743,9.87,134
WM122APRC12,PWT,L,19466182445,118.44,0
WM145,BLK,2XL,19466179640,11.38,11934
WM145,BLK,3XL,19466179641,11.38,7367
WM145,BLK,L,19466179642,11.38,14236
WM145,BLK,M,19466179643,11.38,13541
WM145,BLK,S,19466179644,11.38,12618
WM145,BLK,XL,19466179645,11.38,15542
WM145,BLK,XS,19466179646,11.38,9237
WM145,EBW,2XL,19466179647,11.38,6477
WM145,EBW,3XL,19466179648,11.38,4471
WM145,EBW,L,19466179649,11.38,8014
WM145,EBW,M,19466179650,11.38,7200
WM145,EBW,S,19466179651,11.38,7103
WM145,EBW,XL,19466179652,11.38,8244
WM145,EBW,XS,19466179653,11.38,5981
WM145,IND,2XL,19466179654,11.38,7005
WM145,IND,3XL,19466179655,11.38,4809
WM145,IND,L,19466179656,11.38,8301
WM145,IND,M,19466179657,11.38,8080
WM145,IND,S,19466179658,11.38,7842
WM145,IND,XL,19466179659,11.38,8933
WM145,IND,XS,19466179660,11.38,6717
WM145,PWT,2XL,19466179661,11.38,7327
WM145,PWT,3XL,19466179662,11.38,5002
WM145,PWT,L,19466179663,11.38,9258
WM145,PWT,M,19466179664,11.38,9151
WM145,PWT,S,19466179665,11.38,8510
WM145,PWT,XL,19466179666,11.38,9605
WM145,PWT,XS,19466179667,11.38,6969
WM145P,BLK,L,19466179668,11.38,11686
WM145P,BLK,M,19466179669,11.38,12028
WM145P,BLK,S,19466179670,11.38,106
WM145P,BLK,XL,19466179671,11.38,126
WM145P,BLK,XS,19466179672,11.38,39
WM145P,EBW,L,19466179673,11.38,6642
WM145P,EBW,M,19466179674,11.38,6659
WM145P,EBW,S,19466179675,11.38,74
WM145P,EBW,XL,19466179676,11.38,117
WM145P,EBW,XS,19466179677,11.38,48
WM145P,IND,L,19466179678,11.38,7545
WM145P,IND,M,19466179679,11.38,7271
WM145P,IND,S,19466179680,11.38,103
WM145P,IND,XL,19466179681,11.38,129
WM145P,IND,XS,19466179682,11.38,66
WM145P,PWT,L,19466179683,11.38,8400
WM145P,PWT,M,19466179684,11.38,8272
WM145P,PWT,S,19466179685,11.38,69
WM145P,PWT,XL,19466179686,11.38,120
WM145P,PWT,XS,19466179687,11.38,50
WM145PRC12,BLK,L,19466179833,136.56,14
WM145PRC12,BLK,M,19466179834,136.56,14
WM145PRC12,EBW,L,19466179849,136.56,5
WM145PRC12,EBW,M,19466179850,136.56,5
WM145PRC12,IND,L,19466179841,136.56,7
WM145PRC12,IND,M,19466179842,136.56,7
WM145PRC12,PWT,M,19466179858,136.56,0
WM145RC12,BLK,2XL,19466179799,136.56,12
WM145RC12,BLK,3XL,19466179800,136.56,6
WM145RC12,BLK,L,19466179801,136.56,18
WM145RC12,BLK,M,19466179802,136.56,18
WM145RC12,BLK,S,19466179803,136.56,17
WM145RC12,BLK,XL,19466179804,136.56,19
WM145RC12,BLK,XS,19466179805,136.56,14
WM145RC12,EBW,2XL,19466179823,136.56,5
WM145RC12,EBW,3XL,19466179824,136.56,0
WM145RC12,EBW,L,19466179825,136.56,0
WM145RC12,EBW,M,19466179826,136.56,8
WM145RC12,EBW,S,19466179827,136.56,7
WM145RC12,EBW,XL,19466179828,136.56,8
WM145RC12,EBW,XS,19466179829,136.56,5
WM145RC12,IND,2XL,19466179807,136.56,6
WM145RC12,IND,3XL,19466179808,136.56,3
WM145RC12,IND,L,19466179809,136.56,11
WM145RC12,IND,M,19466179810,136.56,10
WM145RC12,IND,XL,19466179812,136.56,0
WM145RC12,IND,XS,19466179813,136.56,7
WM145RC12,PWT,2XL,19466179815,136.56,6
WM145RC12,PWT,3XL,19466179816,136.56,0
WM145RC12,PWT,L,19466179817,136.56,10
WM145RC12,PWT,M,19466179818,136.56,0
WM145RC12,PWT,XS,19466179821,136.56,0
WM280,BLK,2XL,19466190900,9.84,17
WM280,BLK,3XL,19466190901,9.84,365
WM280,BLK,L,19466190902,9.84,401
WM280,BLK,M,19466190903,9.84,487
WM280,BLK,S,19466190904,9.84,159
WM280,BLK,XL,19466190905,9.84,87
WM280,BLK,XS,19466190906,9.84,80
WM280,MVHZ,2XL,19466190907,9.84,60
WM280,MVHZ,3XL,19466190908,9.84,50
WM280,MVHZ,L,19466190909,9.84,291
WM280,MVHZ,M,19466190910,9.84,472
WM280,MVHZ,S,19466190911,9.84,88
WM280,MVHZ,XL,19466190912,9.84,102
WM280,MVHZ,XS,19466190913,9.84,85
WM280,SGLF,2XL,19466190914,9.84,64
WM280,SGLF,3XL,19466190915,9.84,81
WM280,SGLF,L,19466190916,9.84,447
WM280,SGLF,M,19466190917,9.84,0
WM280,SGLF,S,19466190918,9.84,0
WM280,SGLF,XL,19466190919,9.84,0
WM280,SGLF,XS,19466190920,9.84,0
WM410,BLK,1XL,19466179890,9.78,0
WM410,BLK,2XL,19466179883,9.78,0
WM410,BLK,3XL,19466179884,9.78,0
WM410,BLK,L,19466179885,9.78,33
WM410,BLK,M,19466179886,9.78,0
WM410,BLK,S,19466179887,9.78,0
WM410,BLK,XS,19466179889,9.78,0
WM410,IND,2XL,19466179453,9.78,0
WM410,IND,3XL,19466179454,9.78,0
WM410,IND,L,19466179455,9.78,0
WM410,IND,M,19466179456,9.78,0
WM410,IND,S,19466179457,9.78,0
WM410,IND,XL,19466179458,9.78,0
WM410,IND,XS,19466179459,9.78,0
WM410,PWT,2XL,19466179460,9.78,1
WM410,PWT,3XL,19466179461,9.78,0
WM410,PWT,L,19466179462,9.78,0
WM410,PWT,M,19466179463,9.78,0
WM410,PWT,S,19466179464,9.78,0
WM410,PWT,XL,19466179465,9.78,2
WM410,PWT,XS,19466179466,9.78,20
WM679,BLK,2XL,19466179488,9.5,152
WM679,BLK,3XL,19466179489,9.5,50
WM679,BLK,L,19466179490,9.5,190
WM679,BLK,M,19466179491,9.5,170
WM679,BLK,S,19466179492,9.5,96
WM679,BLK,XL,19466179493,9.5,127
WM679,BLK,XS,19466179494,9.5,122
WM685,BLK,2XL,19466190879,9.12,108
WM685,BLK,3XL,19466190880,9.12,0
WM685,BLK,L,19466190881,9.12,0
WM685,BLK,M,19466190882,9.12,0
WM685,BLK,S,19466190883,9.12,492
WM685,BLK,XL,19466190884,9.12,0
WM685,BLK,XS,19466190885,9.12,301
WM685,MVHZ,2XL,19466190886,9.12,300
WM685,MVHZ,3XL,19466190887,9.12,668
WM685,MVHZ,L,19466190888,9.12,74
WM685,MVHZ,M,19466190889,9.12,12
WM685,MVHZ,S,19466190890,9.12,163
WM685,MVHZ,XL,19466190891,9.12,102
WM685,MVHZ,XS,19466190892,9.12,81
WM685,SGLF,2XL,19466190893,9.12,43
WM685,SGLF,3XL,19466190894,9.12,0
WM685,SGLF,L,19466190895,9.12,41
WM685,SGLF,M,19466190896,9.12,0
WM685,SGLF,S,19466190897,9.12,78
WM685,SGLF,XL,19466190898,9.12,60
WM685,SGLF,XS,19466190899,9.12,74
WM918,AQBU,2XL,19466146705,7.09,176
WM918,AQBU,3XL,19466146706,7.09,119
WM918,AQBU,L,19466146707,7.09,586
WM918,AQBU,M,19466146708,7.09,1005
WM918,AQBU,S,19466146709,7.09,712
WM918,AQBU,XL,19466146710,7.09,475
WM918,AQBU,XS,19466146711,7.09,2
WM918,BLK,2XL,19466146712,7.09,2075
WM918,BLK,3XL,19466146713,7.09,1031
WM918,BLK,L,19466146714,7.09,2697
WM918,BLK,M,19466146715,7.09,2754
WM918,BLK,S,19466146716,7.09,2105
WM918,BLK,XL,19466146717,7.09,3071
WM918,BLK,XS,19466146718,7.09,0
WM918,CIE,2XL,19466146719,7.09,0
WM918,CIE,3XL,19466146720,7.09,156
WM918,CIE,L,19466146721,7.09,600
WM918,CIE,M,19466146722,7.09,955
WM918,CIE,S,19466146723,7.09,786
WM918,CIE,XL,19466146724,7.09,382
WM918,CIE,XS,19466146725,7.09,0
WM918,EBW,2XL,19466146726,7.09,125
WM918,EBW,3XL,19466146727,7.09,0
WM918,EBW,L,19466146728,7.09,1343
WM918,EBW,M,19466146729,7.09,653
WM918,EBW,S,19466146730,7.09,1054
WM918,EBW,XL,19466146731,7.09,1345
WM918,EBW,XS,19466146732,7.09,0
WM918,IND,2XL,19466146733,7.09,1496
WM918,IND,3XL,19466146734,7.09,1202
WM918,IND,L,19466146735,7.09,3234
WM918,IND,M,19466146736,7.09,1990
WM918,IND,S,19466146737,7.09,1229
WM918,IND,XL,19466146738,7.09,2749
WM918,IND,XS,19466146739,7.09,0
WM918,PWT,2XL,19466146740,7.09,1048
WM918,PWT,3XL,19466146741,7.09,95
WM918,PWT,L,19466146742,7.09,1387
WM918,PWT,M,19466146743,7.09,549
WM918,PWT,S,19466146744,7.09,13
WM918,PWT,XL,19466146745,7.09,1410
WM918,PWT,XS,19466146746,7.09,0
WM918,WIN,2XL,19466146747,7.09,839
WM918,WIN,3XL,19466146748,7.09,334
WM918,WIN,L,19466146749,7.09,1622
WM918,WIN,M,19466146750,7.09,1965
WM918,WIN,S,19466146751,7.09,1961
WM918,WIN,XL,19466146752,7.09,1140
WM918,WIN,XS,19466146753,7.09,33
WM918RC12,EBW,S,19466182190,85.08,4
WM918RC12,IND,S,19466182197,85.08,51
WM918RC12,WIN,2XL,19466182158,92.76,5
WM921,AQBU,2XL,19466146803,6.55,509
WM921,AQBU,3XL,19466146804,6.55,257
WM921,AQBU,L,19466146805,6.55,827
WM921,AQBU,M,19466146806,6.55,444
WM921,AQBU,S,19466146807,6.55,869
WM921,AQBU,XL,19466146808,6.55,513
WM921,AQBU,XS,19466146809,6.55,43
WM921,BLK,2XL,19466146810,6.55,6545
WM921,BLK,3XL,19466146811,6.55,4603
WM921,BLK,L,19466146812,6.55,10178
WM921,BLK,M,19466146813,6.55,10086
WM921,BLK,S,19466146814,6.55,7526
WM921,BLK,XL,19466146815,6.55,8047
WM921,BLK,XS,19466146816,6.55,20
WM921,CIE,2XL,19466146817,6.55,555
WM921,CIE,3XL,19466146818,6.55,185
WM921,CIE,L,19466146819,6.55,834
WM921,CIE,M,19466146820,6.55,1000
WM921,CIE,S,19466146821,6.55,735
WM921,CIE,XL,19466146822,6.55,724
WM921,CIE,XS,19466146823,6.55,81
WM921,EBW,2XL,19466146824,6.55,2848
WM921,EBW,3XL,19466146825,6.55,1850
WM921,EBW,L,19466146826,6.55,5121
WM921,EBW,M,19466146827,6.55,4434
WM921,EBW,S,19466146828,6.55,3482
WM921,EBW,XL,19466146829,6.55,4066
WM921,EBW,XS,19466146830,6.55,31
WM921,IND,2XL,19466146831,6.55,5509
WM921,IND,3XL,19466146832,6.55,4029
WM921,IND,L,19466146833,6.55,9472
WM921,IND,M,19466146834,6.55,9100
WM921,IND,S,19466146835,6.55,7501
WM921,IND,XL,19466146836,6.55,8440
WM921,IND,XS,19466146837,6.55,103
WM921,PWT,2XL,19466146838,6.55,2700
WM921,PWT,3XL,19466146839,6.55,1654
WM921,PWT,L,19466146840,6.55,4040
WM921,PWT,M,19466146841,6.55,4367
WM921,PWT,S,19466146842,6.55,3190
WM921,PWT,XL,19466146843,6.55,3531
WM921,PWT,XS,19466146844,6.55,154
WM921,WIN,2XL,19466146845,6.55,1279
WM921,WIN,3XL,19466146846,6.55,617
WM921,WIN,L,19466146847,6.55,1665
WM921,WIN,M,19466146848,6.55,1696
WM921,WIN,S,19466146849,6.55,1453
WM921,WIN,XL,19466146850,6.55,1413
WM921,WIN,XS,19466146851,6.55,36
WM921RC12,AQBU,M,19466182210,86.28,3
WM921RC12,AQBU,XL,19466182212,86.28,11
WM921RC12,IND,S,19466182238,78.6,0
WM922A,AQBU,2XL,19466167809,8.88,501
WM922A,AQBU,3XL,19466167810,8.88,440
WM922A,AQBU,L,19466167811,8.88,1008
WM922A,AQBU,M,19466167812,8.88,1268
WM922A,AQBU,S,19466167813,8.88,1280
WM922A,AQBU,XL,19466167814,8.88,1190
WM922A,AQBU,XS,19466167815,8.88,966
WM922A,BLK,2XL,19466167816,8.88,6597
WM922A,BLK,3XL,19466167817,8.88,4730
WM922A,BLK,L,19466167818,8.88,8467
WM922A,BLK,M,19466167819,8.88,8335
WM922A,BLK,S,19466167820,8.88,8459
WM922A,BLK,XL,19466167821,8.88,7392
WM922A,BLK,XS,19466167822,8.88,713
WM922A,DESL,2XL,19466167823,8.88,896
WM922A,DESL,3XL,19466167824,8.88,555
WM922A,DESL,L,19466167825,8.88,1171
WM922A,DESL,M,19466167826,8.88,1538
WM922A,DESL,S,19466167827,8.88,1249
WM922A,DESL,XL,19466167828,8.88,1162
WM922A,DESL,XS,19466167829,8.88,970
WM922A,EBW,2XL,19466167830,8.88,2534
WM922A,EBW,3XL,19466167831,8.88,1836
WM922A,EBW,L,19466167832,8.88,3110
WM922A,EBW,M,19466167833,8.88,3578
WM922A,EBW,S,19466167834,8.88,2435
WM922A,EBW,XL,19466167835,8.88,2801
WM922A,EBW,XS,19466167836,8.88,2043
WM922A,IND,2XL,19466167837,8.88,5243
WM922A,IND,3XL,19466167838,8.88,4453
WM922A,IND,L,19466167839,8.88,6761
WM922A,IND,M,19466167840,8.88,7908
WM922A,IND,S,19466167841,8.88,7783
WM922A,IND,XL,19466167842,8.88,7089
WM922A,IND,XS,19466167843,8.88,6385
WM922A,PWT,2XL,19466167844,8.88,2810
WM922A,PWT,3XL,19466167845,8.88,2027
WM922A,PWT,L,19466167846,8.88,4524
WM922A,PWT,M,19466167847,8.88,5016
WM922A,PWT,S,19466167848,8.88,3275
WM922A,PWT,XL,19466167849,8.88,3561
WM922A,PWT,XS,19466167850,8.88,2812
WM922A,WIN,2XL,19466167851,8.88,1600
WM922A,WIN,3XL,19466167852,8.88,1172
WM922A,WIN,L,19466167853,8.88,2572
WM922A,WIN,M,19466167854,8.88,2518
WM922A,WIN,S,19466167855,8.88,2345
WM922A,WIN,XL,19466167856,8.88,2128
WM922A,WIN,XS,19466167857,8.88,1724
WM922ARC12,AQBU,S,19466182327,111,16
WM922ARC12,BLK,2XL,19466182336,106.56,93
WM922ARC12,BLK,L,19466182332,106.56,180
WM922ARC12,BLK,M,19466182333,106.56,188
WM922ARC12,BLK,S,19466182334,106.56,97
WM922ARC12,BLK,XL,19466182335,106.56,157
WM922ARC12,BLK,XS,19466182331,106.56,98
WM922ARC12,EBW,2XL,19466182350,106.56,6
WM922ARC12,EBW,3XL,19466182351,106.56,2
WM922ARC12,EBW,L,19466182346,106.56,16
WM922ARC12,EBW,M,19466182347,106.56,15
WM922ARC12,EBW,S,19466182348,106.56,6
WM922ARC12,EBW,XL,19466182349,106.56,11
WM922ARC12,EBW,XS,19466182345,106.56,5
WM922ARC12,IND,2XL,19466182357,106.56,14
WM922ARC12,IND,3XL,19466182358,106.56,8
WM922ARC12,IND,L,19466182353,106.56,138
WM922ARC12,IND,M,19466182354,106.56,140
WM922ARC12,IND,S,19466182355,106.56,14
WM922ARC12,IND,XL,19466182356,106.56,23
WM922ARC12,IND,XS,19466182352,106.56,10
WM922ARC12,PWT,2XL,19466182364,106.56,9
WM922ARC12,PWT,3XL,19466182365,106.56,5
WM922ARC12,PWT,L,19466182360,106.56,94
WM922ARC12,PWT,M,19466182361,106.56,89
WM922ARC12,PWT,S,19466182362,106.56,9
WM922ARC12,PWT,XL,19466182363,106.56,15
WM922ARC12,PWT,XS,19466182359,106.56,7
WM922ARC12,WIN,2XL,19466182371,111,1
WM922ARC12,WIN,3XL,19466182372,111,0
WM922ARC12,WIN,L,19466182367,111,3
WM922ARC12,WIN,M,19466182368,111,4
WM922ARC12,WIN,S,19466182369,111,1
WM922ARC12,WIN,XL,19466182370,111,3
WM922ARC12,WIN,XS,19466182366,111,0
WM931A,AQBU,2XL,19466167907,8.88,14
WM931A,AQBU,3XL,19466167908,8.88,21
WM931A,AQBU,L,19466167909,8.88,0
WM931A,AQBU,S,19466167911,8.88,1
WM931A,AQBU,XS,19466167913,8.88,55
WM931A,BLK,2XL,19466167914,8.88,8971
WM931A,BLK,3XL,19466167915,8.88,6621
WM931A,BLK,L,19466167916,8.88,8381
WM931A,BLK,M,19466167917,8.88,6891
WM931A,BLK,S,19466167918,8.88,4004
WM931A,BLK,XL,19466167919,8.88,9996
WM931A,BLK,XS,19466167920,8.88,921
WM931A,EBW,2XL,19466167928,8.88,11
WM931A,EBW,L,19466167930,8.88,16
WM931A,EBW,M,19466167931,8.88,0
WM931A,EBW,XL,19466167933,8.88,12
WM931A,EGG,2XL,19466167935,8.88,0
WM931A,EGG,3XL,19466167936,8.88,118
WM931A,IND,2XL,19466167942,8.88,6040
WM931A,IND,3XL,19466167943,8.88,4832
WM931A,IND,L,19466167944,8.88,5522
WM931A,IND,M,19466167945,8.88,4492
WM931A,IND,S,19466167946,8.88,3681
WM931A,IND,XL,19466167947,8.88,6392
WM931A,IND,XS,19466167948,8.88,1927
WM931A,PWT,2XL,19466167949,8.88,2639
WM931A,PWT,3XL,19466167950,8.88,1928
WM931A,PWT,L,19466167951,8.88,2233
WM931A,PWT,M,19466167952,8.88,1921
WM931A,PWT,S,19466167953,8.88,1667
WM931A,PWT,XL,19466167954,8.88,2592
WM931A,PWT,XS,19466167955,8.88,1099
WM931A,WIN,2XL,19466167956,8.88,1783
WM931A,WIN,3XL,19466167957,8.88,1485
WM931A,WIN,L,19466167958,8.88,1772
WM931A,WIN,M,19466167959,8.88,1565
WM931A,WIN,S,19466167960,8.88,1016
WM931A,WIN,XL,19466167961,8.88,2079
WM931A,WIN,XS,19466167962,8.88,676
WM931ARC12,AQBU,XS,19466182450,111,0
WM931ARC12,DESL,3XL,19466182471,111,0
WM931ARC12,EGG,3XL,19466182487,111,1
WM931ARC12,PWT,3XL,19466182503,106.56,0
WM931ARC12,PWT,XS,19466182498,106.56,0
WM931ARC12,WIN,S,19466182507,106.56,0
WM951,BLK,2XL,19466179612,9.95,8464
WM951,BLK,3XL,19466179613,9.95,6674
WM951,BLK,L,19466179614,9.95,10948
WM951,BLK,M,19466179615,9.95,11336
WM951,BLK,S,19466179616,9.95,8167
WM951,BLK,XL,19466179617,9.95,10628
WM951,BLK,XS,19466179618,9.95,6784
WM951,EBW,2XL,19466179619,9.95,6117
WM951,EBW,3XL,19466179620,9.95,4949
WM951,EBW,L,19466179621,9.95,8416
WM951,EBW,M,19466179622,9.95,9342
WM951,EBW,S,19466179623,9.95,7707
WM951,EBW,XL,19466179624,9.95,7833
WM951,EBW,XS,19466179625,9.95,6795
WM951,IND,2XL,19466179626,9.95,6063
WM951,IND,3XL,19466179627,9.95,4661
WM951,IND,L,19466179628,9.95,7600
WM951,IND,M,19466179629,9.95,8324
WM951,IND,S,19466179630,9.95,7370
WM951,IND,XL,19466179631,9.95,7364
WM951,IND,XS,19466179632,9.95,6317
WM951,PWT,2XL,19466179633,9.95,5494
WM951,PWT,3XL,19466179634,9.95,4335
WM951,PWT,L,19466179635,9.95,6708
WM951,PWT,M,19466179636,9.95,7712
WM951,PWT,S,19466179637,9.95,6604
WM951,PWT,XL,19466179638,9.95,6713
WM951,PWT,XS,19466179639,9.95,5486
WM951RC12,BLK,2XL,19466179767,119.4,7
WM951RC12,BLK,3XL,19466179768,119.4,16
WM951RC12,BLK,L,19466179769,119.4,14
WM951RC12,BLK,M,19466179770,119.4,15
WM951RC12,BLK,S,19466179771,119.4,11
WM951RC12,BLK,XL,19466179772,119.4,12
WM951RC12,BLK,XS,19466179773,119.4,10
WM951RC12,EBW,2XL,19466179783,119.4,14
WM951RC12,EBW,3XL,19466179784,119.4,9
WM951RC12,EBW,L,19466179785,119.4,22
WM951RC12,EBW,M,19466179786,119.4,10
WM951RC12,EBW,S,19466179787,119.4,8
WM951RC12,EBW,XL,19466179788,119.4,8
WM951RC12,EBW,XS,19466179789,119.4,6
WM951RC12,IND,2XL,19466179775,119.4,5
WM951RC12,IND,3XL,19466179776,119.4,3
WM951RC12,IND,L,19466179777,119.4,9
WM951RC12,IND,M,19466179778,119.4,11
WM951RC12,IND,S,19466179779,119.4,9
WM951RC12,IND,XL,19466179780,119.4,8
WM951RC12,IND,XS,19466179781,119.4,6
WM951RC12,PWT,2XL,19466179791,119.4,15
WM951RC12,PWT,3XL,19466179792,119.4,5
WM951RC12,PWT,L,19466179793,119.4,21
WM951RC12,PWT,M,19466179794,119.4,10
WM951RC12,PWT,S,19466179795,119.4,16
WM951RC12,PWT,XL,19466179796,119.4,20
WM951RC12,PWT,XS,19466179797,119.4,8
